Materials,Stock,Duplicates,,
304139,0000000,1,,
304138,0000000,1,,
304130,0000000,1,,
304129,0000000,1,,
304128,0000000,1,,
304127,0000000,1,,
304126,0000000,1,,
304125,0000000,1,,
304124,0000000,1,,
304123,0000000,1,,
304119,0000000,1,,
304118,0000000,1,,
304117,0000000,1,,
304116,0000000,1,,
304115,0000000,1,,
304114,0000000,1,,
304113,0000000,1,,
304111,0000000,1,,
304110,0000000,1,,
304109,0000000,1,,
304108,0000000,1,,
304107,0000000,1,,
304106,0000000,1,,
304102,0000000,1,,
304101,0000000,1,,
304100,0000000,1,,
304082,0000000,1,,
304081,0000000,1,,
304077,0000000,1,,
304076,0000000,1,,
304075,0000000,1,,
304071,0000000,1,,
304067,0000000,1,,
304063,0000000,1,,
304060,0000000,1,,
304059,0000000,1,,
304058,0000000,1,,
304057,0000000,1,,
304053,0000000,1,,
304052,0000000,1,,
304051,0000000,1,,
304050,0000000,1,,
304046,0000000,1,,
304045,0000000,1,,
304044,0000000,1,,
304043,0000000,1,,
304039,0000000,1,,
304038,0000000,1,,
304037,0000000,1,,
304033,0000000,1,,
304032,0000000,1,,
304031,0000000,1,,
304030,0000000,1,,
304029,0000000,1,,
304028,0000000,1,,
304024,0000000,1,,
304023,0000000,1,,
304022,0000000,1,,
304021,0000000,1,,
304020,0000000,1,,
304019,0000000,1,,
304015,0000000,1,,
304014,0000000,1,,
304013,0000000,1,,
304009,0000000,1,,
304008,0000000,1,,
304004,0000000,1,,
304003,0000000,1,,
304002,0000000,1,,
304001,0000000,1,,
304000,0000000,1,,
303998,0000000,1,,
303980,0000702,1,,
303970,0000000,1,,
303965,0000000,1,,
303964,0000000,1,,
303963,0000873,2,,
303963,0001085,2,,
303961,0000000,1,,
303960,0000005,2,,
303960,0000001,2,,
303959,0000000,1,,
303958,0000000,1,,
303957,0000000,1,,
303956,0000000,1,,
303955,0000000,1,,
303954,0000000,1,,
303953,0000000,1,,
303952,0000000,1,,
303951,0000000,1,,
303950,0000000,1,,
303949,0000000,1,,
303948,0000000,1,,
303947,0000000,1,,
303946,0000000,1,,
303945,0000000,1,,
303944,0000000,1,,
303943,0000000,1,,
303942,0000000,1,,
303939,0000282,1,,
303938,0000078,1,,
303937,0000017,1,,
303936,0000000,1,,
303935,0001102,1,,
303934,0000000,1,,
303933,0000000,1,,
303931,0000000,1,,
303930,0000000,1,,
303929,0000000,1,,
303927,0000039,1,,
303926,0000258,1,,
303925,0000000,1,,
303924,0000031,1,,
303923,0000037,1,,
303922,0000000,1,,
303921,0000050,1,,
303920,0000001,2,,
303920,0002498,2,,
303919,0000000,1,,
303918,0000861,3,,
303918,0000001,3,,
303918,0001154,3,,
303917,0000000,1,,
303916,0000513,1,,
303915,0000082,1,,
303914,0000000,1,,
303913,0000035,1,,
303912,0000013,1,,
303911,0000029,2,,
303911,0004331,2,,
303910,0002709,1,,
303909,0000000,1,,
303908,0000000,1,,
303907,0000000,1,,
303906,0000103,1,,
303905,0000318,2,,
303905,0001948,2,,
303903,0001740,3,,
303903,0000001,3,,
303903,0012203,3,,
303902,0002317,3,,
303902,0000001,3,,
303902,0007948,3,,
303901,0000000,1,,
303900,0000000,1,,
303899,0000000,1,,
303898,0000000,1,,
303897,0000000,1,,
303896,0000000,1,,
303895,0000000,1,,
303894,0000000,1,,
303893,0000000,1,,
303892,0000000,1,,
303847,0000117,1,,
303846,0000000,1,,
303845,0000358,1,,
303844,0000003,1,,
303843,0000015,1,,
303842,0000000,1,,
303841,0000000,1,,
303840,0000198,1,,
303839,0000000,1,,
303838,0000101,1,,
303837,0000045,1,,
303836,0000108,1,,
303835,0000131,1,,
303834,0000048,1,,
303833,0000072,1,,
303832,0000101,1,,
303831,0000000,1,,
303830,0000003,1,,
303829,0000000,1,,
303828,0000000,1,,
303827,0000014,1,,
303826,0000000,1,,
303825,0000000,1,,
303824,0000104,1,,
303823,0000595,1,,
303822,0000000,1,,
303821,0000131,1,,
303820,0000026,1,,
303819,0000026,1,,
303818,0000049,1,,
303817,0000000,1,,
303816,0000012,1,,
303815,0000001,1,,
303814,0000012,1,,
303813,0000037,1,,
303812,0000132,1,,
303810,0000000,1,,
303809,0000131,1,,
303808,0000304,1,,
303807,0000205,1,,
303806,0000019,1,,
303805,0000000,1,,
303804,0000008,1,,
303803,0000178,1,,
303802,0000309,1,,
303801,0000347,1,,
303800,0000366,1,,
303799,0000000,1,,
303798,0000000,1,,
303624,0000000,1,,
303623,0000019,1,,
303622,0000003,1,,
303621,0000000,1,,
303620,0000000,1,,
303618,0000000,1,,
303617,0000010,1,,
303616,0000338,1,,
303615,0000001,1,,
303614,0000014,1,,
303611,0000030,1,,
303610,0000266,1,,
303609,0000004,1,,
303607,0000000,1,,
303606,0000000,1,,
303605,0000002,1,,
303603,0000023,1,,
303602,0000046,1,,
303601,0000007,1,,
303600,0000022,1,,
303520,0000013,1,,
303519,0000032,1,,
303518,0000040,1,,
303517,0000054,1,,
303516,0000070,1,,
303515,0000043,1,,
303514,0000100,2,,
303514,0000136,2,,
303513,0000139,1,,
303512,0000081,1,,
303511,0000151,1,,
303510,0000149,2,,
303510,0000240,2,,
303504,0000000,1,,
303503,0000000,1,,
303502,0000000,1,,
303501,0000000,1,,
303500,0000000,1,,
303316,0000000,1,,
303315,0000000,1,,
303314,0000000,1,,
303313,0000000,1,,
303312,0000000,1,,
303311,0000000,1,,
303310,0000000,1,,
303309,0000000,1,,
303308,0000000,1,,
303307,0000000,1,,
303306,0000000,1,,
303305,0000000,1,,
303304,0000000,1,,
303303,0000000,1,,
303302,0000050,1,,
303301,0000000,1,,
303300,0000000,1,,
303266,0000000,1,,
303265,0000003,1,,
303264,0000004,1,,
303263,0000226,1,,
303261,0000006,1,,
303259,0000056,1,,
303258,0000021,1,,
303257,0000023,1,,
303256,0000239,2,,
303256,0000240,2,,
303255,0001556,1,,
303253,0000315,2,,
303253,0000555,2,,
303252,0000414,1,,
303251,0000029,1,,
303250,0000256,2,,
303250,0000177,2,,
303241,0000000,1,,
303240,0000048,1,,
303238,0000000,1,,
303237,0000000,1,,
303236,0000000,1,,
303233,0000000,1,,
303230,0000000,1,,
303221,0000003,1,,
303220,0000014,1,,
303219,0000000,1,,
303218,0000003,1,,
303217,0000379,1,,
303215,0000013,1,,
303211,0000101,2,,
303211,0000393,2,,
303210,0000195,3,,
303210,0000004,3,,
303210,0001248,3,,
303209,0000029,1,,
303208,0000067,1,,
303207,0000000,1,,
303206,0000000,1,,
303205,0000074,3,,
303205,0000056,3,,
303205,0000353,3,,
303203,0000001,2,,
303203,0001937,2,,
303202,0000290,2,,
303202,0001459,2,,
303201,0000031,2,,
303201,0000001,2,,
303200,0000099,2,,
303200,0000617,2,,
303100,0000000,1,,
303099,0000000,1,,
303098,0000000,1,,
303097,0000000,1,,
303096,0000000,1,,
303095,0000000,1,,
303094,0000000,1,,
303093,0000001,1,,
303092,0000010,1,,
303091,0000022,1,,
303090,0000000,1,,
303003,0000011,1,,
303002,0000078,1,,
303001,0000000,1,,
303000,0000000,1,,
302989,0000000,1,,
302988,0000000,1,,
302987,0000000,1,,
302986,0000000,1,,
302985,0000000,1,,
302984,0000000,1,,
302983,0000000,1,,
302982,0000000,1,,
302981,0000000,1,,
302980,0000000,1,,
302979,0000000,1,,
302978,0000000,1,,
302977,0000000,1,,
302976,0000000,1,,
302975,0000000,1,,
302974,0000000,1,,
302973,0000000,1,,
302972,0000000,1,,
302971,0000000,1,,
302970,0000000,1,,
302969,0000000,1,,
302968,0000000,1,,
302967,0000000,1,,
302966,0000000,1,,
302965,0000000,1,,
302964,0000000,1,,
302963,0000000,1,,
302962,0000000,1,,
302961,0000000,1,,
302960,0000000,1,,
302959,0000000,1,,
302958,0000000,1,,
302957,0000000,1,,
302956,0000000,1,,
302955,0000000,1,,
302954,0000000,1,,
302953,0000000,1,,
302952,0000000,1,,
302951,0000000,1,,
302950,0000000,1,,
302949,0000000,1,,
302948,0000000,1,,
302947,0000000,1,,
302946,0000000,1,,
302945,0000000,1,,
302944,0000000,1,,
302943,0000000,1,,
302942,0000000,1,,
302941,0000000,1,,
302940,0000000,1,,
302939,0000000,1,,
302938,0000000,1,,
302937,0000000,1,,
302936,0000000,1,,
302935,0000000,1,,
302934,0000000,1,,
302933,0000000,1,,
302932,0000000,1,,
302931,0000000,1,,
302930,0000000,1,,
302929,0000000,1,,
302928,0000000,1,,
302927,0000000,1,,
302926,0000000,1,,
302925,0000000,1,,
302924,0000000,1,,
302923,0000000,1,,
302922,0000000,1,,
302921,0000000,1,,
302920,0000000,1,,
302919,0000000,1,,
302918,0000000,1,,
302917,0000000,1,,
302916,0000000,1,,
302915,0000000,1,,
302914,0000000,1,,
302913,0000000,1,,
302912,0000000,1,,
302911,0000000,1,,
302910,0000000,1,,
302909,0000000,1,,
302908,0000000,1,,
302907,0000000,1,,
302906,0000000,1,,
302905,0000000,1,,
302904,0000000,1,,
302903,0000000,1,,
302902,0000000,1,,
302901,0000000,1,,
302900,0000000,1,,
302899,0000000,1,,
302898,0000000,1,,
302897,0000000,1,,
302896,0000000,1,,
302895,0000000,1,,
302894,0000000,1,,
302893,0000000,1,,
302892,0000000,1,,
302891,0000000,1,,
302890,0000000,1,,
302889,0000000,1,,
302888,0000000,1,,
302887,0000000,1,,
302886,0000000,1,,
302885,0000000,1,,
302884,0000000,1,,
302883,0000000,1,,
302882,0000000,1,,
302881,0000000,1,,
302880,0000000,1,,
302879,0000000,1,,
302878,0000000,1,,
302877,0000000,1,,
302876,0000000,1,,
302875,0000000,1,,
302874,0000000,1,,
302872,0000000,1,,
302871,0000000,1,,
302870,0000000,1,,
302869,0000000,1,,
302868,0000000,1,,
302867,0000000,1,,
302866,0000000,1,,
302865,0000000,1,,
302864,0000000,1,,
302863,0000000,1,,
302862,0000000,1,,
302861,0000000,1,,
302860,0000000,1,,
302859,0000000,1,,
302858,0000000,1,,
302857,0000000,1,,
302856,0000000,1,,
302855,0000000,1,,
302854,0000000,1,,
302853,0000000,1,,
302852,0000000,1,,
302851,0000000,1,,
302850,0000000,1,,
302849,0000000,1,,
302848,0000000,1,,
302847,0000000,1,,
302846,0000000,1,,
302845,0000000,1,,
302844,0000000,1,,
302843,0000000,1,,
302842,0000000,1,,
302841,0000000,1,,
302840,0000000,1,,
302839,0000000,1,,
302838,0000000,1,,
302837,0000000,1,,
302836,0000000,1,,
302835,0000000,1,,
302834,0000000,1,,
302833,0000000,1,,
302832,0000000,1,,
302831,0000000,1,,
302830,0000000,1,,
302829,0000000,1,,
302828,0000000,1,,
302827,0000000,1,,
302826,0000000,1,,
302825,0000000,1,,
302824,0000000,1,,
302823,0000000,1,,
302822,0000000,1,,
302821,0000000,1,,
302820,0000000,1,,
302819,0000000,1,,
302818,0000000,1,,
302817,0000000,1,,
302816,0000000,1,,
302815,0000000,1,,
302814,0000000,1,,
302813,0000000,1,,
302812,0000000,1,,
302811,0000000,1,,
302810,0000000,1,,
302809,0000000,1,,
302808,0000000,1,,
302807,0000000,1,,
302806,0000000,1,,
302805,0000000,1,,
302804,0000000,1,,
302803,0000000,1,,
302802,0000000,1,,
302801,0000000,1,,
302800,0000000,1,,
302799,0000000,1,,
302798,0000000,1,,
302797,0000000,1,,
302796,0000000,1,,
302795,0000000,1,,
302794,0000000,1,,
302793,0000000,1,,
302792,0000000,1,,
302791,0000000,1,,
302790,0000000,1,,
302789,0000000,1,,
302788,0000000,1,,
302787,0000000,1,,
302786,0000000,1,,
302785,0000000,1,,
302784,0000000,1,,
302783,0000000,1,,
302782,0000000,1,,
302781,0000000,1,,
302780,0000000,1,,
302779,0000000,1,,
302778,0000000,1,,
302777,0000000,1,,
302776,0000000,1,,
302775,0000000,1,,
302774,0000000,1,,
302773,0000000,1,,
302772,0000000,1,,
302771,0000000,1,,
302770,0000000,1,,
302769,0000000,1,,
302768,0000000,1,,
302767,0000000,1,,
302766,0000000,1,,
302765,0000000,1,,
302764,0000000,1,,
302763,0000000,1,,
302762,0000000,1,,
302761,0000000,1,,
302760,0000000,1,,
302759,0000000,1,,
302758,0000000,1,,
302757,0000000,1,,
302756,0000000,1,,
302755,0000000,1,,
302754,0000000,1,,
302753,0000000,1,,
302752,0000000,1,,
302751,0000000,1,,
302750,0000000,1,,
302709,0000000,1,,
302708,0000000,1,,
302707,0000000,1,,
302706,0000000,1,,
302705,0000000,1,,
302704,0000000,1,,
302703,0000000,1,,
302702,0000000,1,,
302701,0000000,1,,
302700,0000000,1,,
302695,0000000,1,,
302694,0000000,1,,
302693,0000000,1,,
302692,0000000,1,,
302691,0000000,1,,
302690,0000000,1,,
302666,0000011,1,,
302665,0000000,1,,
302664,0000000,1,,
302663,0000000,1,,
302662,0000000,1,,
302661,0000000,1,,
302660,0000000,1,,
302659,0000000,1,,
302658,0000000,1,,
302657,0000000,1,,
302656,0000000,1,,
302655,0000000,1,,
302654,0000000,1,,
302653,0000000,1,,
302652,0000000,1,,
302651,0000000,1,,
302636,0000000,1,,
302634,0000000,1,,
302633,0000000,1,,
302632,0000000,1,,
302631,0000000,1,,
302630,0000000,1,,
302629,0000000,1,,
302628,0000000,1,,
302627,0000000,1,,
302626,0000000,1,,
302625,0000000,1,,
302624,0000000,1,,
302623,0000000,1,,
302622,0000000,1,,
302621,0000000,1,,
302620,0000000,1,,
302609,0000000,1,,
302608,0000000,1,,
302607,0000000,1,,
302606,0000000,1,,
302605,0000000,1,,
302604,0000000,1,,
302603,0000000,1,,
302602,0000000,1,,
302601,0000000,1,,
302600,0000000,1,,
302599,0000000,1,,
302598,0000000,1,,
302597,0000000,1,,
302596,0000000,1,,
302595,0000005,1,,
302498,0000684,3,,
302498,0000020,3,,
302498,0000604,3,,
302496,0000194,1,,
302490,0000000,1,,
302486,0000000,1,,
302485,0000000,1,,
302482,0000000,1,,
302476,0000000,1,,
302445,0000000,1,,
302444,0000268,2,,
302444,0001534,2,,
302443,0000000,1,,
302442,0000000,1,,
302441,0000000,1,,
302440,0000000,1,,
302439,0000000,1,,
302438,0000000,1,,
302437,0000000,1,,
302436,0000000,1,,
302435,0000000,1,,
302434,0000000,1,,
302433,0000000,1,,
302432,0000000,1,,
302431,0000000,1,,
302430,0000000,1,,
302429,0000000,1,,
302428,0000400,1,,
302427,0000073,1,,
302425,0000000,1,,
302424,0000000,1,,
302423,0000000,1,,
302422,0000000,1,,
302421,0000000,1,,
302420,0000000,1,,
302419,0000000,1,,
302418,0000537,1,,
302417,0000033,1,,
302416,0000012,2,,
302416,0000258,2,,
302415,0000000,1,,
302414,0000000,1,,
302413,0000000,1,,
302409,0000000,1,,
302406,0000000,1,,
302405,0000135,1,,
302404,0000000,1,,
302399,0000000,1,,
302394,0000000,1,,
302393,0000000,1,,
302391,0000000,1,,
302390,0000000,1,,
302389,0000000,1,,
302388,0000000,1,,
302387,0000000,1,,
302385,0000000,1,,
302384,0000000,1,,
302383,0000000,1,,
302382,0000000,1,,
302381,0000000,1,,
302380,0000000,1,,
302379,0000000,1,,
302376,0000000,1,,
302375,0000000,1,,
302374,0000000,1,,
302373,0000000,1,,
302372,0000000,1,,
302371,0000000,1,,
302370,0000000,1,,
302369,0000000,1,,
302368,0000000,1,,
302367,0000000,1,,
302366,0000000,1,,
302365,0000000,1,,
302364,0000007,1,,
302363,0000306,3,,
302363,0000083,3,,
302363,0000425,3,,
302361,0000020,1,,
302360,0000081,1,,
302359,0000021,1,,
302358,0000000,1,,
302357,0000000,1,,
302356,0000000,1,,
302355,0000000,1,,
302354,0000000,1,,
302353,0000000,1,,
302352,0000000,1,,
302351,0000000,1,,
302350,0000000,1,,
302307,0000000,1,,
302306,0000000,1,,
302305,0000000,1,,
302302,0000000,1,,
302299,0000000,1,,
302298,0000000,1,,
302297,0000000,1,,
302296,0000000,1,,
302295,0000000,1,,
302294,0000000,1,,
302293,0000000,1,,
302292,0000000,1,,
302291,0000000,1,,
302290,0000000,1,,
302286,0000000,1,,
302285,0000000,1,,
302284,0000000,1,,
302283,0000000,1,,
302282,0000000,1,,
302281,0000000,1,,
302280,0000000,1,,
302278,0000000,1,,
302277,0000000,1,,
302276,0000000,1,,
302269,0000000,1,,
302268,0000000,1,,
302267,0000000,1,,
302266,0000000,1,,
302249,0000000,1,,
302248,0000000,1,,
302247,0000000,1,,
302246,0000000,1,,
302245,0000000,1,,
302244,0000000,1,,
302243,0000000,1,,
302242,0000000,1,,
302241,0000000,1,,
302240,0000000,1,,
302239,0000000,1,,
302238,0000000,1,,
302237,0000000,1,,
302236,0000000,1,,
302235,0000000,1,,
302234,0000000,1,,
302233,0000000,1,,
302232,0000000,1,,
302231,0000000,1,,
302230,0000000,1,,
302229,0000000,1,,
302228,0000000,1,,
302227,0000000,1,,
302226,0000000,1,,
302225,0000000,1,,
302224,0000000,1,,
302223,0000000,1,,
302222,0000000,1,,
302221,0000000,1,,
302220,0000000,1,,
302218,0000000,1,,
302217,0000000,1,,
302216,0000000,1,,
302215,0000000,1,,
302214,0000000,1,,
302213,0000000,1,,
302212,0000000,1,,
302211,0000000,1,,
302210,0000000,1,,
302208,0000000,1,,
302207,0000000,1,,
302206,0000000,1,,
302195,0000000,1,,
302194,0000000,1,,
302193,0000000,1,,
302192,0000000,1,,
302191,0000000,1,,
302190,0000000,1,,
302185,0000000,1,,
302184,0000000,1,,
302183,0000000,1,,
302182,0000000,1,,
302181,0000000,1,,
302180,0000000,1,,
302179,0000000,1,,
302178,0000000,1,,
302177,0000000,1,,
302176,0000000,1,,
3021749,0000000,1,,
302172,0000000,1,,
302169,0000000,1,,
302166,0000000,1,,
302164,0000000,1,,
302163,0000000,1,,
302162,0000000,1,,
302161,0000000,1,,
302160,0000000,1,,
302159,0000000,1,,
302158,0000000,1,,
302157,0000000,1,,
302156,0000000,1,,
302155,0000000,1,,
302154,0000000,1,,
302153,0000000,1,,
302152,0000000,1,,
302151,0000000,1,,
302150,0000000,1,,
302149,0000000,1,,
302148,0000000,1,,
302147,0000000,1,,
302146,0000000,1,,
302145,0000000,1,,
302144,0000000,1,,
302143,0000000,1,,
302142,0000000,1,,
302141,0000000,1,,
302140,0000000,1,,
302117,0000000,1,,
302116,0000000,1,,
302115,0000000,1,,
302114,0000000,1,,
302113,0000000,1,,
302112,0000000,1,,
302111,0000000,1,,
302110,0000000,1,,
302108,0000000,1,,
302107,0000000,1,,
302106,0000000,1,,
302099,0000000,1,,
302098,0000409,1,,
302097,0000273,1,,
302095,0000000,1,,
302094,0000000,1,,
302093,0000000,1,,
302092,0000000,1,,
302091,0000000,1,,
302090,0000000,1,,
302089,0000000,1,,
302080,0000000,1,,
302079,0000000,1,,
302078,0000000,1,,
302077,0000000,1,,
302076,0000058,1,,
302075,0000000,1,,
302074,0000000,1,,
302072,0000000,1,,
302071,0000000,1,,
302070,0000000,1,,
302069,0000000,1,,
302068,0000000,1,,
302067,0000000,1,,
302066,0000000,1,,
302064,0000000,1,,
302063,0000000,1,,
302062,0000000,1,,
302061,0000000,1,,
302060,0000001,1,,
302058,0000000,1,,
302057,0000000,1,,
302056,0000000,1,,
302055,0000000,1,,
302054,0000000,1,,
302053,0000000,1,,
302052,0000000,1,,
302051,0000000,1,,
302050,0000000,1,,
302049,0000000,1,,
302048,0000000,1,,
302047,0000000,1,,
302046,0000000,1,,
302045,0000000,1,,
302044,0000000,1,,
302043,0000000,1,,
302041,0000000,1,,
302040,0000880,1,,
302039,0000000,1,,
302038,0000000,1,,
302037,0000000,1,,
302036,0000000,1,,
302035,0000000,1,,
302034,0000000,1,,
302033,0000000,1,,
302032,0000000,1,,
302030,0000000,1,,
302029,0000000,1,,
302028,0000000,1,,
302027,0000000,1,,
302026,0000000,1,,
302025,0000000,1,,
302024,0000000,1,,
302019,0000109,1,,
302018,0000000,1,,
302017,0000000,1,,
302016,0000000,1,,
302015,0000000,1,,
302005,0000000,1,,
3020045709,0000000,1,,
302004,0000000,1,,
302003,0000000,1,,
302002,0000000,1,,
302001,0000000,1,,
302000,0000000,1,,
301846,0000000,1,,
301845,0000000,1,,
301844,0000000,1,,
301843,0000000,1,,
301842,0000000,1,,
301841,0000000,1,,
301840,0000000,1,,
301836,0000000,1,,
301835,0000000,1,,
301834,0000000,1,,
301833,0000000,1,,
301832,0000000,1,,
301831,0000000,1,,
301830,0000000,1,,
301826,0000000,1,,
301825,0000000,1,,
301824,0000000,1,,
301823,0000000,1,,
301822,0000000,1,,
301821,0000000,1,,
301820,0000000,1,,
301813,0000000,1,,
301812,0000000,1,,
301811,0000000,1,,
301810,0000000,1,,
301809,0000000,1,,
301808,0000000,1,,
301807,0000000,1,,
301806,0000000,1,,
301803,0000000,1,,
301802,0000000,1,,
301801,0000000,1,,
301800,0000000,1,,
301799,0000000,1,,
301792,0000000,1,,
301791,0000000,1,,
301790,0000000,1,,
301789,0000000,1,,
301788,0000000,1,,
301787,0000000,1,,
301786,0000000,1,,
301785,0000000,1,,
301784,0000000,1,,
301783,0000000,1,,
301770,0000000,1,,
301769,0000012,1,,
301768,0000023,1,,
301767,0000010,1,,
301766,0000019,1,,
301765,0000014,1,,
301760,0000000,1,,
301759,0000000,1,,
301758,0000000,1,,
301757,0000000,1,,
301756,0000000,1,,
301755,0000000,1,,
301754,0000000,1,,
301753,0000000,1,,
301752,0000000,1,,
301751,0000000,1,,
301750,0000000,1,,
301749,0000000,1,,
301748,0000000,1,,
301747,0000000,1,,
301746,0000000,1,,
301745,0000000,1,,
301744,0000000,1,,
301743,0000000,1,,
301742,0000000,1,,
301741,0000000,1,,
301740,0000000,1,,
301739,0000000,1,,
301738,0000000,1,,
301737,0000000,1,,
301736,0000000,1,,
301735,0000000,1,,
301734,0000000,1,,
301733,0000000,1,,
301732,0000000,1,,
301731,0000000,1,,
301730,0000000,1,,
301729,0000000,1,,
301728,0000000,1,,
301727,0000000,1,,
301726,0000000,1,,
301725,0000000,1,,
301724,0000000,1,,
301723,0000000,1,,
301722,0000000,1,,
301721,0000000,1,,
301720,0000000,1,,
301719,0000000,1,,
301718,0000000,1,,
301717,0000000,1,,
301680,0000000,1,,
301679,0000000,1,,
301678,0000000,1,,
301677,0000000,1,,
301676,0000000,1,,
301675,0000000,1,,
301674,0000000,1,,
301673,0000000,1,,
301672,0000000,1,,
301671,0000000,1,,
301670,0000000,1,,
301669,0000000,1,,
301668,0000000,1,,
301667,0000000,1,,
301666,0000000,1,,
301665,0000000,1,,
301664,0000000,1,,
301663,0000000,1,,
301662,0000000,1,,
301661,0000000,1,,
301660,0000000,1,,
301659,0000000,1,,
301658,0000000,1,,
301657,0000000,1,,
301656,0000000,1,,
301655,0000000,1,,
301654,0000000,1,,
301653,0000000,1,,
301652,0000000,1,,
301651,0000000,1,,
301650,0000000,1,,
301649,0000000,1,,
301648,0000000,1,,
301647,0000000,1,,
301646,0000000,1,,
301645,0000000,1,,
301644,0000000,1,,
301643,0000000,1,,
301642,0000000,1,,
301641,0000000,1,,
301640,0000000,1,,
301639,0000000,1,,
301638,0000000,1,,
301637,0000000,1,,
301636,0000000,1,,
301596,0000000,1,,
301595,0000000,1,,
301594,0000000,1,,
301593,0000000,1,,
301592,0000000,1,,
301591,0000000,1,,
301590,0000000,1,,
301586,0000000,1,,
301585,0000000,1,,
301584,0000000,1,,
301583,0000000,1,,
301582,0000000,1,,
301581,0000000,1,,
301580,0000000,1,,
301520,0000000,1,,
301519,0000000,1,,
301518,0000000,1,,
301517,0000000,1,,
301516,0000000,1,,
301515,0000000,1,,
301514,0000000,1,,
301513,0000000,1,,
301511,0000000,1,,
301510,0000000,1,,
301508,0000000,1,,
301507,0000000,1,,
301506,0000000,1,,
301505,0000000,1,,
301503,0000000,1,,
301502,0000000,1,,
301501,0000000,1,,
301500,0000000,1,,
301499,0000000,1,,
301487,0000000,1,,
301486,0000000,1,,
301485,0000000,1,,
301484,0000000,1,,
301483,0000000,1,,
301482,0000000,1,,
301481,0000000,1,,
301480,0000000,1,,
301457,0000000,1,,
301432,0000000,1,,
301431,0000000,1,,
301430,0000000,1,,
301394,0000000,1,,
301393,0000000,1,,
301389,0000000,1,,
301387,0000000,1,,
301386,0000000,1,,
301385,0000000,1,,
301384,0000000,1,,
301383,0000000,1,,
301382,0000000,1,,
301381,0000000,1,,
301380,0000000,1,,
301379,0000000,1,,
301378,0000000,1,,
301377,0000000,1,,
301376,0000000,1,,
301375,0000000,1,,
301374,0000009,1,,
301369,0000481,1,,
301368,0000013,1,,
301367,0000000,1,,
301364,0000000,1,,
301363,0000036,1,,
301362,0000000,1,,
301357,0000000,1,,
301352,0000000,1,,
301349,0000000,1,,
301348,0000000,1,,
301347,0000000,1,,
301346,0000000,1,,
301345,0000000,1,,
301344,0000000,1,,
301339,0000000,1,,
301338,0000000,1,,
301337,0000000,1,,
301336,0000000,1,,
301335,0000000,1,,
301334,0000000,1,,
301333,0000000,1,,
301332,0000000,1,,
301331,0000000,1,,
301330,0000000,1,,
301327,0000000,1,,
301326,0000000,1,,
301325,0000000,1,,
301322,0000000,1,,
301321,0000000,1,,
301320,0000000,1,,
301315,0000000,1,,
301314,0000000,1,,
301308,0000000,1,,
301303,0000000,1,,
301300,0000000,1,,
301239,0000000,1,,
301232,0000000,1,,
301231,0000000,1,,
301230,0000000,1,,
301229,0000000,1,,
301227,0000000,1,,
301226,0000000,1,,
301225,0000000,1,,
301223,0000000,1,,
301222,0000000,1,,
301221,0000000,1,,
301220,0000000,1,,
301218,0000000,1,,
301217,0000000,1,,
301216,0000000,1,,
301215,0000000,1,,
301214,0000000,1,,
301213,0000000,1,,
301212,0000000,1,,
301211,0000000,1,,
301210,0000000,1,,
301208,0000000,1,,
301207,0000000,1,,
301206,0000000,1,,
301205,0000000,1,,
301204,0000000,1,,
301200,0000000,1,,
301094,0000000,1,,
301093,0000000,1,,
301092,0000000,1,,
301091,0000000,1,,
301090,0000000,1,,
301089,0000000,1,,
301085,0000000,1,,
301084,0000000,1,,
301054,0000000,1,,
301053,0000000,1,,
301052,0000000,1,,
301051,0000000,1,,
301050,0000000,1,,
301049,0000000,1,,
301048,0000000,1,,
301047,0000000,1,,
301044,0000000,1,,
301043,0000000,1,,
301042,0000000,1,,
301041,0000000,1,,
301040,0000000,1,,
301039,0000000,1,,
301038,0000000,1,,
301037,0000000,1,,
301036,0000000,1,,
301032,0000000,1,,
301031,0000000,1,,
301030,0000000,1,,
301022,0000000,1,,
301021,0000000,1,,
301020,0000000,1,,
301015,0000000,1,,
301014,0000000,1,,
301013,0000000,1,,
301012,0000000,1,,
301011,0000000,1,,
301010,0000000,1,,
301009,0000000,1,,
301008,0000000,1,,
301007,0000000,1,,
301006,0000000,1,,
301003,0000000,1,,
301002,0000000,1,,
301001,0000000,1,,
301000,0000000,1,,
300999,0000000,1,,
300998,0000000,1,,
300997,0000000,1,,
300996,0000000,1,,
300987,0000000,1,,
300986,0000000,1,,
300985,0000000,1,,
300984,0000000,1,,
300983,0000000,1,,
300982,0000000,1,,
300981,0000000,1,,
300980,0000000,1,,
300971,0000000,1,,
300970,0000000,1,,
300969,0000000,1,,
300968,0000000,1,,
300967,0000000,1,,
300966,0000000,1,,
300965,0000000,1,,
300964,0000000,1,,
300963,0000000,1,,
300962,0000000,1,,
300961,0000000,1,,
300960,0000000,1,,
300959,0000000,1,,
300958,0000000,1,,
300957,0000000,1,,
300956,0000000,1,,
300955,0000000,1,,
300954,0000000,1,,
300953,0000000,1,,
300952,0000000,1,,
300951,0000000,1,,
300950,0000000,1,,
300949,0000000,1,,
300948,0000000,1,,
300947,0000000,1,,
300946,0000000,1,,
300945,0000000,1,,
300944,0000000,1,,
300943,0000000,1,,
300942,0000000,1,,
300941,0000055,1,,
300940,0000000,1,,
300939,0000000,1,,
300938,0000000,1,,
300937,0000000,1,,
300936,0000000,1,,
300935,0000000,1,,
